tconst     ,orignal tittle                                            ,startYear ,averageRating ,numVotes
tt4921860  ,MSG 2 the Messenger                                       ,     2015 ,          7   ,8.6K
tt6040012  ,MSG the Warrior: Lion Heart                               ,     2016 ,          7.1 ,7.5K
tt16404416 ,Maa Oori Polimera                                         ,     2021 ,          7.2 ,1.1K
tt0116950  ,Maachis                                                   ,     1996 ,          7.7 ,2.5K
tt20242416 ,Maamannan                                                 ,     2023 ,          6.7 ,6K
tt4983780  ,Maanaadu                                                  ,     2021 ,          8.2 ,26K
tt5559528  ,Maanagaram                                                ,     2017 ,          8.1 ,8.3K
tt9319874  ,Maara                                                     ,     2021 ,          7.5 ,4.3K
tt4859246  ,Maari                                                     ,     2015 ,          6.4 ,5.5K
tt13878694 ,Maarrich                                                  ,     2022 ,          6.3 ,5.2K
tt2246837  ,Maattrraan                                                ,     2012 ,          6.2 ,7.2K
tt22543326 ,Maaveeran                                                 ,     2023 ,          7.4 ,10K
tt7221634  ,Maayavan                                                  ,     2017 ,          7.2 ,4.4K
tt28820189 ,Mad                                                       ,     2023 ,          7.4 ,2.1K
tt5713232  ,Madaari                                                   ,     2016 ,          7.6 ,15K
tt8983180  ,Made in China                                             ,     2019 ,          6.2 ,5.1K
tt26745657 ,Madgaon Express                                           ,     2024 ,          7   ,40K
tt28507074 ,Madhave Madhusudana                                       ,     2023 ,          7.4 ,1.1K
tt20784402 ,Madhi                                                     ,     2022 ,          8.8 ,2.2K
tt0050665  ,Madhumati                                                 ,     1958 ,          7.7 ,1.7K
tt13671922 ,Madhuram                                                  ,     2021 ,          7.6 ,2.9K
tt15840674 ,Madhurapudi Gramam Ane Nenu                               ,     2023 ,          8   ,2K
tt3822388  ,Madras                                                    ,     2014 ,          7.9 ,5.1K
tt2855648  ,Madras Cafe                                               ,     2013 ,          7.6 ,26K
tt1365030  ,Madrasapattinam                                           ,     2010 ,          7.9 ,3K
tt13130400 ,Maestro                                                   ,     2021 ,          6.7 ,1.5K
tt1447500  ,Magadheera                                                ,     2009 ,          7.7 ,26K
tt27404078 ,Magale                                                    ,     2023 ,          7.8 ,1K
tt10370932 ,Magamuni                                                  ,     2019 ,          7.6 ,2.7K
tt2846134  ,Magic Love                                                ,     2013 ,          7.1 ,2K
tt12472554 ,Mahaan                                                    ,     2022 ,          7.7 ,18K
tt0140348  ,Mahanadi                                                  ,     1994 ,          8.6 ,4.7K
tt7465992  ,Mahanati                                                  ,     2018 ,          8.4 ,16K
tt28654277 ,Mahanatulu                                                ,     2023 ,          6.3 ,1.2K
tt7268732  ,Mahanubhavudu                                             ,     2017 ,          6.4 ,1.2K
tt4501268  ,Maharaj                                                   ,     2024 ,          6.5 ,15K
tt26548265 ,Maharaja                                                  ,     2024 ,          8.4 ,65K
tt1334254  ,Maharathi                                                 ,     2008 ,          7.1 ,1.2K
tt8333978  ,Maharshi                                                  ,     2019 ,          7.1 ,10K
tt13557082 ,Mahaveeryar                                               ,     2022 ,          6.1 ,2.6K
tt4851630  ,Maheshinte Prathikaaram                                   ,     2016 ,          8.3 ,11K
tt10869778 ,Maidaan                                                   ,     2024 ,          7.9 ,22K
tt25134642 ,Main Atal Hoon                                            ,     2024 ,          6.9 ,6.3K
tt4024944  ,Main Aur Charles                                          ,     2015 ,          6.1 ,1.8K
tt0347473  ,Main Hoon Na                                              ,     2004 ,          7.1 ,42K
tt0110438  ,Main Khiladi Tu Anari                                     ,     1994 ,          6.5 ,6.7K
tt0485513  ,"Main, Meri Patni... Aur Woh!"                            ,     2005 ,          7.3 ,2.7K
tt0100095  ,Maine Pyar Kiya                                           ,     1989 ,          7.3 ,13K
tt13356580 ,Mainkar Chipay                                            ,     2020 ,          7.4 ,1.3K
tt19864958 ,Maja Ma                                                   ,     2022 ,          6.2 ,2.9K
tt8737614  ,Majili                                                    ,     2019 ,          7.3 ,5.6K
tt6056644  ,Majnu                                                     ,     2016 ,          6.4 ,1.3K
tt9851854  ,Major                                                     ,     2022 ,          8.1 ,33K
tt0341455  ,Makdee                                                    ,     2002 ,          7.5 ,2.4K
tt23023596 ,Malaikottai Vaaliban                                      ,     2024 ,          6   ,4.1K
tt0476805  ,Malamaal Weekly                                           ,     2006 ,          7   ,8.4K
tt9877170  ,Malang                                                    ,     2020 ,          6.5 ,13K
tt13640946 ,Malayankunju                                              ,     2022 ,          6.9 ,3.6K
tt10919240 ,Malik                                                     ,     2021 ,          8   ,15K
tt22037066 ,Malikappuram                                              ,     2022 ,          7.4 ,5.9K
tt9742362  ,Mallesham                                                 ,     2019 ,          8.2 ,1.2K
tt4431392  ,Malli Malli Idi Rani Roju                                 ,     2015 ,          7.4 ,1.4K
tt7684228  ,MalliRaava                                                ,     2017 ,          7.8 ,1.6K
tt0928152  ,Malliswari                                                ,     2004 ,          7.8 ,4.3K
tt2926068  ,Manam                                                     ,     2014 ,          7.9 ,12K
tt5948916  ,Manamantha                                                ,     2016 ,          7.5 ,1.1K
tt0393452  ,Manassinakkare                                            ,     2003 ,          7.5 ,1.1K
tt29299059 ,Mandali                                                   ,     2023 ,          6.4 ,1.1K
tt10687070 ,Mandela                                                   ,     2021 ,          8.4 ,8.9K
tt0085896  ,Mandi                                                     ,     1983 ,          7.5 ,1K
tt27530836 ,Mandya                                                    ,     2025 ,          8.9 ,1.1K
tt0346457  ,Mangal Pandey                                             ,     2005 ,          6.5 ,11K
tt26763310 ,Mangalavaaram                                             ,     2023 ,          6.8 ,3.7K
tt34930449 ,Mangla                                                    ,     2025 ,          8.4 ,3K
tt0214915  ,Manichithrathazhu                                         ,     1993 ,          8.7 ,13K
tt6903440  ,Manikarnika: The Queen of Jhansi                          ,     2019 ,          6.4 ,16K
tt5673792  ,Manithan                                                  ,     2016 ,          6.9 ,1.5K
tt1353033  ,Manjadikuru                                               ,     2008 ,          8.2 ,1K
tt6705612  ,Manje Bistre                                              ,     2017 ,          6.6 ,1.1K
tt3449292  ,Manjhi: The Mountain Man                                  ,     2015 ,          8   ,20K
tt26458038 ,Manjummel Boys                                            ,     2024 ,          8.2 ,27K
tt1705772  ,Mankatha                                                  ,     2011 ,          7.7 ,17K
tt0464106  ,Manmadhan                                                 ,     2004 ,          7.2 ,3.4K
tt0355742  ,Manmadhudu                                                ,     2002 ,          8.3 ,4.5K
tt0206921  ,Mann - Soul's Heart                                       ,     1999 ,          6.2 ,6.1K
tt21611474 ,Mann Kasturi Re                                           ,     2022 ,          6.8 ,2.1K
tt0319813  ,Mannan                                                    ,     1992 ,          7.2 ,1K
tt0355743  ,Mannar Mathai Speaking                                    ,     1995 ,          7.9 ,1.6K
tt23638596 ,Manninchava                                               ,     2022 ,          7.6 ,2K
tt0920464  ,Manorama: Six Feet Under                                  ,     2007 ,          7.5 ,9K
tt6923462  ,Manto                                                     ,     2018 ,          7.3 ,4.8K
tt6615648  ,Manu                                                      ,     2018 ,          7.6 ,1.1K
tt15567974 ,Manucharitra                                              ,     2023 ,          6   ,1.1K
tt0379370  ,Maqbool                                                   ,     2003 ,          8   ,13K
tt7010156  ,Maragadha Naanayam                                        ,     2017 ,          7   ,2.1K
tt27496296 ,Marathi Paul Padte Pudhe                                  ,     2023 ,          6.8 ,1.2K
tt29383379 ,Marco                                                     ,     2024 ,          7   ,19K
tt0089552  ,Mard                                                      ,     1985 ,          6.3 ,2.2K
tt3495000  ,Mardaani                                                  ,     2014 ,          7.3 ,14K
tt5668770  ,Mardaani 2                                                ,     2019 ,          7.3 ,11K
tt2929690  ,Margarita with a Straw                                    ,     2014 ,          7.2 ,4.2K
tt26502225 ,Mariguddada Gaddadharigalu                                ,     2023 ,          7.9 ,1K
tt23052532 ,Mark Antony                                               ,     2023 ,          6.6 ,6.1K
tt1720047  ,Market Street                                             ,     2010 ,          7.7 ,1.5K
tt20784426 ,Maro Prapancham                                           ,     2023 ,          7.3 ,2.1K
tt15431982 ,Maro Prasthanam                                           ,     2021 ,          6   ,1.9K
tt31712109 ,Maruthi Nagar Subramanyam                                 ,     2024 ,          8.4 ,3.3K
tt3001638  ,Mary Kom                                                  ,     2014 ,          6.8 ,12K
tt1582546  ,Maryada Ramanna                                           ,     2010 ,          7.5 ,3.4K
tt2793930  ,Maryan                                                    ,     2013 ,          7.1 ,3.9K
tt1820526  ,Marykkundoru Kunjaadu                                     ,     2010 ,          6.6 ,1.1K
tt4635372  ,Masaan                                                    ,     2015 ,          8.1 ,33K
tt23726308 ,Masooda                                                   ,     2022 ,          7.2 ,1.7K
tt0085913  ,Masoom                                                    ,     1983 ,          8.3 ,4.5K
tt0445033  ,Mass                                                      ,     2004 ,          6.6 ,2K
tt29613587 ,Mast Mein Rehne Ka                                        ,     2023 ,          7.1 ,3.7K
tt15464390 ,Mastaney                                                  ,     2023 ,          7.4 ,5.5K
tt10579952 ,Master                                                    ,     2021 ,          7.4 ,86K
tt5364920  ,Master Piece                                              ,     2015 ,          6.2 ,1.1K
tt31032531 ,Masthu Shades Unnai Ra                                    ,     2024 ,          7   ,2.2K
tt0406977  ,Masti                                                     ,     2004 ,          6.2 ,7.3K
tt0097851  ,Mathilukal                                                ,     1990 ,          8.2 ,1.7K
tt11469744 ,Mathu Vadalara                                            ,     2019 ,          8.2 ,5.5K
tt33291871 ,Mathu Vadalara 2                                          ,     2024 ,          7   ,1.6K
tt28970408 ,Matti Katha                                               ,     2023 ,          6.7 ,4.2K
tt23144080 ,Maujaan Hi Maujaan                                        ,     2023 ,          6.5 ,2.4K
tt27368317 ,Maurh                                                     ,     2023 ,          7.2 ,1.6K
tt27853611 ,Max                                                       ,     2024 ,          7.2 ,3.1K
tt5037912  ,Maya                                                      ,     2015 ,          7.5 ,1.9K
tt6915596  ,Mayaanadhi                                                ,     2017 ,          7.6 ,3.5K
tt0249795  ,Mayabazar                                                 ,     1957 ,          9.1 ,6.5K
tt2072167  ,Mayakkam Enna                                             ,     2011 ,          7.7 ,4.5K
tt0924252  ,Mayavi                                                    ,     2007 ,          6.8 ,1.4K
tt27250815 ,Mechanic                                                  ,     2024 ,          8.1 ,2K
tt27191250 ,Mechanic Rocky                                            ,     2024 ,          6.7 ,3.4K
tt27480881 ,Medal                                                     ,     2023 ,          6.7 ,3.2K
tt2321421  ,Mee Shivajiraje Bhosale Boltoy                            ,     2009 ,          8   ,2.6K
tt21100430 ,Meelo Okadu                                               ,     2022 ,          7.9 ,2K
tt13529034 ,Meenakshi Sundareshwar                                    ,     2021 ,          6.7 ,19K
tt14748152 ,Meendum                                                   ,     2021 ,          6.3 ,1.2K
tt7161122  ,Meesaya murukku                                           ,     2017 ,          7.5 ,3K
tt0353725  ,Meesha Madhavan                                           ,     2002 ,          8   ,2.1K
tt26758372 ,Meiyazhagan                                               ,     2024 ,          8.4 ,13K
tt12747588 ,Meka Suri                                                 ,     2020 ,          6.4 ,3.6K
tt27219434 ,Mem Famous                                                ,     2023 ,          7.1 ,3.6K
tt3124456  ,Memories                                                  ,     2013 ,          8   ,8.3K
tt7675422  ,Mental Madhilo                                            ,     2017 ,          7.4 ,1K
tt13671954 ,Meow                                                      ,     2021 ,          6.5 ,2K
tt13919696 ,Meppadiyan                                                ,     2022 ,          7.1 ,4.4K
tt0066070  ,Mera Naam Joker                                           ,     1970 ,          7.9 ,5.6K
tt0060689  ,Mera Saaya                                                ,     1966 ,          7.5 ,1K
tt7881558  ,Mercury                                                   ,     2018 ,          6.1 ,1.1K
tt31986077 ,Mercy Killing                                             ,     2024 ,          8.7 ,2.7K
tt2323964  ,Mere Dad Ki Maruti                                        ,     2013 ,          6.4 ,5K
tt12484724 ,Mere Desh Ki Dharti                                       ,     2022 ,          6.8 ,2.9K
tt22457506 ,Mere Husband Ki Biwi                                      ,     2025 ,          6.9 ,7.5K
tt0084324  ,Meri Jung                                                 ,     1985 ,          7.2 ,1.5K
tt5472374  ,Meri Pyaari Bindu                                         ,     2017 ,          6.1 ,6.3K
tt15392282 ,Merry Christmas                                           ,     2024 ,          6.9 ,30K
tt6485666  ,Mersal                                                    ,     2017 ,          7.5 ,40K
tt14923112 ,Methagu                                                   ,     2021 ,          8.5 ,8.9K
tt7531040  ,Meyaadha Maan                                             ,     2017 ,          7.2 ,1.3K
tt0140377  ,Michael Madana Kama Rajan                                 ,     1990 ,          8.5 ,5.4K
tt2796318  ,Mickey Virus                                              ,     2013 ,          6.1 ,2.9K
tt13242960 ,Middle Class Melodies                                     ,     2020 ,          7.5 ,4.1K
tt0255373  ,Midhunam                                                  ,     1993 ,          7.9 ,1.4K
tt1881010  ,Milana                                                    ,     2007 ,          8.3 ,1.4K
tt15257644 ,Mili                                                      ,     2022 ,          6.7 ,11K
tt0073391  ,Mili                                                      ,     1975 ,          7.4 ,1.5K
tt10895576 ,Mimi                                                      ,     2021 ,          7.8 ,44K
tt15380516 ,Minmini                                                   ,     2024 ,          7.4 ,1.5K
tt7268738  ,Minnal Murali                                             ,     2021 ,          7.8 ,34K
tt0357905  ,Minnale                                                   ,     2001 ,          7.6 ,2.6K
tt0255378  ,Minnaram                                                  ,     1994 ,          7.5 ,1.4K
tt0274789  ,Minsaara Kanavu                                           ,     1997 ,          6.7 ,1.4K
tt7562630  ,Minsara Kanna                                             ,     1999 ,          7   ,1.4K
tt1814797  ,Mirapakai                                                 ,     2011 ,          6.3 ,1.3K
tt0089599  ,Mirch Masala                                              ,     1986 ,          7.7 ,1.6K
tt2469980  ,Mirchi                                                    ,     2013 ,          7.3 ,6.7K
tt5455344  ,Miruthan                                                  ,     2016 ,          6   ,2K
tt14999738 ,Mishan Impossible                                         ,     2022 ,          6.4 ,1.1K
tt3148268  ,Mishawr Rawhoshyo                                         ,     2013 ,          6.2 ,2K
tt1629715  ,Miss Lovely                                               ,     2012 ,          7.4 ,19K
tt15891388 ,Miss Shetty Mr Polishetty                                 ,     2023 ,          7   ,4.6K
tt32553846 ,Miss You                                                  ,     2024 ,          6.2 ,3.1K
tt0251847  ,Missamma                                                  ,     1955 ,          8.6 ,1K
tt13247118 ,Missing: Search vs Revenge                                ,     2021 ,          8.2 ,1.7K
tt15840328 ,Mission 2020                                              ,     2021 ,          7.7 ,2.2K
tt0248185  ,Mission Kashmir                                           ,     2000 ,          6.6 ,7.8K
tt13131232 ,Mission Majnu                                             ,     2023 ,          7   ,45K
tt9248972  ,Mission Mangal                                            ,     2019 ,          6.5 ,18K
tt21262240 ,Mission Raniganj                                          ,     2023 ,          7.2 ,19K
tt1179782  ,Mithya                                                    ,     2008 ,          7   ,2.3K
tt8852558  ,Mitron                                                    ,     2018 ,          6.9 ,2.7K
tt11157934 ,Modi Ji Ki Beti                                           ,     2022 ,          6.6 ,4.2K
tt0213890  ,Mohabbatein                                               ,     2000 ,          7   ,35K
tt4949324  ,Mohalla Assi                                              ,     2015 ,          6.6 ,2K
tt28254890 ,Mohankrishnas Gang Leader                                 ,     2023 ,          7.5 ,1.2K
tt0110546  ,Mohra                                                     ,     1994 ,          7   ,8.9K
tt5690142  ,Mom                                                       ,     2017 ,          7.2 ,12K
tt1815837  ,Moner Manush                                              ,     2010 ,          7.9 ,1.5K
tt15128068 ,"Monica, O My Darling"                                    ,     2022 ,          7.4 ,22K
tt5320522  ,Monsoon Mangoes                                           ,     2016 ,          6.6 ,1.5K
tt2198235  ,Monsoon Shootout                                          ,     2013 ,          6.6 ,1.5K
tt0265343  ,Monsoon Wedding                                           ,     2001 ,          7.3 ,27K
tt9077038  ,Monster                                                   ,     2019 ,          6.7 ,2.9K
tt21361340 ,Month of Madhu                                            ,     2023 ,          6.8 ,2.5K
tt3182644  ,Moodar Koodam                                             ,     2013 ,          7.6 ,1.5K
tt0235604  ,Moodu Pani                                                ,     1980 ,          6.9 ,1.2K
tt11311958 ,Mookuthi Amman                                            ,     2020 ,          6.6 ,5K
tt0187318  ,Moondram Pirai                                            ,     1982 ,          8.6 ,3.4K
tt0249027  ,Moonnam Pakkam                                            ,     1988 ,          8.3 ,1.1K
tt11725680 ,Most Eligible Bachelor                                    ,     2021 ,          6.2 ,3.9K
tt0050188  ,Mother India                                              ,     1957 ,          7.8 ,10K
tt0091559  ,Mouna Ragam                                               ,     1986 ,          8.4 ,4.5K
tt0386650  ,Mounam Pesiyadhe                                          ,     2002 ,          7.7 ,2.5K
tt3300904  ,Mountain of the Moon                                      ,     2013 ,          6.4 ,3K
tt1034053  ,Mozhi                                                     ,     2007 ,          8.1 ,2.1K
tt16211650 ,Mr Lonely                                                 ,     2021 ,          8.4 ,2.4K
tt1852036  ,Mr Perfect                                                ,     2011 ,          7   ,4.7K
tt0162480  ,Mr. & Mrs. Khiladi                                        ,     1997 ,          6.3 ,6.9K
tt4306300  ,Mr. And Mrs. Ramchari                                     ,     2014 ,          7.3 ,2.6K
tt0093578  ,Mr. India                                                 ,     1987 ,          7.7 ,17K
tt24727398 ,Mr. Kalyan                                                ,     2023 ,          6.4 ,2.1K
tt9021092  ,Mr. Majnu                                                 ,     2019 ,          6.1 ,1.9K
tt0079584  ,Mr. Natwarlal                                             ,     1979 ,          6.5 ,1.5K
tt18559904 ,Mr. Pregnant                                              ,     2023 ,          6.3 ,7.5K
tt28252581 ,Mr. Rani                                                  ,     2025 ,          9.7 ,1.5K
tt15876726 ,Mr. X                                                     ,     2021 ,          7.1 ,2K
tt0329393  ,Mr. and Mrs. Iyer                                         ,     2002 ,          7.9 ,5K
tt33311713 ,Mr.Celebrity                                              ,     2024 ,          8.7 ,1.2K
tt0271648  ,Mrigaya                                                   ,     1989 ,          8   ,1.5K
tt27032419 ,Mrs                                                       ,     2023 ,          6.8 ,4.2K
tt14295590 ,Mrs. Chatterjee vs. Norway                                ,     2023 ,          7.3 ,11K
tt10751548 ,Mudda 370 J&K                                             ,     2019 ,          7.6 ,1.1K
tt12032938 ,Muddy                                                     ,     2021 ,          6.1 ,4K
tt11396226 ,Mudhal Nee Mudivum Nee                                    ,     2022 ,          7.9 ,4K
tt0220656  ,Mudhalvan                                                 ,     1999 ,          8.4 ,8.9K
tt30983618 ,Mudo Kannu                                                ,     2024 ,          7.2 ,2.1K
tt6405208  ,Mufti                                                     ,     2017 ,          7.8 ,2.3K
tt1388441  ,Mugavari                                                  ,     2000 ,          7.2 ,1.6K
tt0054098  ,Mughal-E-Azam                                             ,     1960 ,          8.1 ,9.2K
tt2057441  ,Mujhse Fraaandship Karoge                                 ,     2011 ,          6.9 ,4.2K
tt0418362  ,Mujhse Shaadi Karogi                                      ,     2004 ,          6.7 ,18K
tt23875342 ,Mukhachitram                                              ,     2022 ,          6.4 ,2.9K
tt14992954 ,Mukhosh                                                   ,     2021 ,          7.1 ,1K
tt31051322 ,Mukhya Gamanika                                           ,     2024 ,          8.7 ,2.1K
tt15546822 ,Mukundan Unni Associates                                  ,     2022 ,          7.9 ,6.6K
tt7618184  ,Mulk                                                      ,     2018 ,          7.2 ,22K
tt0235609  ,Mullum Malarum                                            ,     1978 ,          8.3 ,1K
tt9310280  ,Mulshi Pattern                                            ,     2018 ,          8.2 ,2.5K
tt1433810  ,Mumbai Diaries                                            ,     2010 ,          7   ,14K
tt0439714  ,Mumbai Express                                            ,     2005 ,          6   ,1.4K
tt1266583  ,Mumbai Meri Jaan                                          ,     2008 ,          7.7 ,6.7K
tt2924472  ,Mumbai Police                                             ,     2013 ,          7.9 ,8.2K
tt1822266  ,Mumbai Pune Mumbai                                        ,     2010 ,          8   ,2.1K
tt3681442  ,Mundasupatti                                              ,     2014 ,          7.6 ,1.8K
tt0986329  ,Mungaru Male                                              ,     2006 ,          8.4 ,4.1K
tt27995594 ,Munjya                                                    ,     2024 ,          6.3 ,25K
tt0374887  ,Munna Bhai M.B.B.S.                                       ,     2003 ,          8.1 ,91K
tt3885736  ,Munnariyippu                                              ,     2014 ,          7.8 ,4.5K
tt9886872  ,Munthiri Monchan                                          ,     2019 ,          6.6 ,1.4K
tt6097918  ,Munthirivallikal Thalirkkumbol                            ,     2017 ,          6.9 ,2.7K
tt0079590  ,Muqaddar Ka Sikandar                                      ,     1978 ,          7.4 ,3.2K
tt33294237 ,Mura                                                      ,     2024 ,          7.5 ,6.1K
tt1183907  ,Murari                                                    ,     2001 ,          7.8 ,4.7K
tt1918965  ,Murder 2                                                  ,     2011 ,          6.3 ,8K
tt14780126 ,Murphy                                                    ,     2024 ,          7.4 ,2.4K
tt32189369 ,Music Shop Murthy                                         ,     2024 ,          8.1 ,2.3K
tt0140399  ,Muthu                                                     ,     1995 ,          7.5 ,3.8K
tt3495030  ,My Big Fat Bride                                          ,     2015 ,          7.5 ,22K
tt2577622  ,My Boss                                                   ,     2012 ,          6.8 ,1.8K
tt0419992  ,My Brother... Nikhil                                      ,     2005 ,          7.3 ,1.4K
tt5775536  ,My Client's Wife                                          ,     2020 ,          6.2 ,1.1K
tt1188996  ,My Name Is Khan                                           ,     2010 ,          7.9 ,119K
tt23635174 ,My Name Is Shruthi                                        ,     2023 ,          6.2 ,2.4K
tt1841762  ,Mynaa                                                     ,     2010 ,          7.4 ,1.1K
tt3742284  ,NH 10                                                     ,     2015 ,          7.2 ,14K
tt19712142 ,Na venta paduthunna chinnadevadamma                       ,     2022 ,          7.5 ,2K
tt28314098 ,Naa Nee Prema Katha                                       ,     2023 ,          7.1 ,1.5K
tt33503554 ,Naa Ninna Bidalaare                                       ,     2024 ,          8.2 ,1.1K
tt7794524  ,"Naa Peru Surya, Naa Illu India"                          ,     2018 ,          6.7 ,8.7K
tt7738594  ,Naachiyaar                                                ,     2018 ,          6.7 ,1K
tt20251716 ,Naadi Dosh                                                ,     2022 ,          7.2 ,1.5K
tt1997455  ,Naadodigal                                                ,     2009 ,          7.7 ,1.5K
tt9130246  ,Naal                                                      ,     2018 ,          8.3 ,1.3K
tt1988733  ,Naalaiya Theerpu                                          ,     1992 ,          7.3 ,1.4K
tt19730338 ,Naalo Ninnu Dachaane                                      ,     2022 ,          8.6 ,1.1K
tt0091598  ,Naam                                                      ,     1986 ,          7.3 ,1.2K
tt6170954  ,Naam Shabana                                              ,     2017 ,          6.2 ,7.7K
tt2331167  ,Naan                                                      ,     2012 ,          7.5 ,2K
tt1379228  ,Naan Kadavul                                              ,     2009 ,          7.7 ,2.3K
tt1507005  ,Naan Mahaan Alla                                          ,     2010 ,          7.1 ,2.9K
tt3569788  ,Naan Sigappu Manithan                                     ,     2014 ,          6.5 ,1.2K
tt11773456 ,Naandhi                                                   ,     2021 ,          7.8 ,4.8K
tt13845438 ,Naane Varuvean                                            ,     2022 ,          6.1 ,5.6K
tt5128328  ,Naanum Rowdy Thaan                                        ,     2015 ,          7.2 ,5.4K
tt27350045 ,Nachinavadu                                               ,     2023 ,          7.6 ,1.1K
tt0256951  ,Nadiya Ke Paar                                            ,     1982 ,          8.2 ,1.4K
tt0282778  ,Nadodikkattu                                              ,     1987 ,          8.8 ,6.1K
tt2564144  ,Naduvula Konjam Pakkatha Kaanom                           ,     2012 ,          8.2 ,6.6K
tt0232152  ,Nagara Haavu                                              ,     1972 ,          9   ,1.2K
tt0091601  ,Nagina                                                    ,     1986 ,          6.4 ,1.2K
tt13143988 ,Nail Polish                                               ,     2021 ,          7.2 ,5.8K
tt15509662 ,Nallamala                                                 ,     2022 ,          7.6 ,1.5K
tt0084385  ,Namak Halaal                                              ,     1982 ,          7.2 ,2.9K
tt0070434  ,Namak Haraam                                              ,     1973 ,          7.2 ,1.9K
tt0795434  ,Namastey London                                           ,     2007 ,          7.1 ,23K
tt27611612 ,Namasthe Ghost                                            ,     2023 ,          6.8 ,1.1K
tt10709404 ,Namma Veettu Pillai                                       ,     2019 ,          6   ,1.9K
tt31151548 ,Namo                                                      ,     2024 ,          8.4 ,3.1K
tt0249047  ,Namukku Parkkan Munthiri Thoppukal                        ,     1986 ,          8.5 ,2.7K
tt2180477  ,Nanban                                                    ,     2012 ,          7.8 ,18K
tt13926298 ,Nanban Oruvan Vantha Piragu                               ,     2024 ,          6   ,1.7K
tt0357946  ,Nandanam                                                  ,     2002 ,          7.4 ,1.1K
tt0375997  ,Nandha                                                    ,     2001 ,          7.6 ,2.7K
tt33298423 ,Nandhan                                                   ,     2024 ,          7.3 ,1.9K
tt15477504 ,Nanpakal Nerathu Mayakkam                                 ,     2022 ,          7.4 ,5.3K
tt13334870 ,Naradan                                                   ,     2022 ,          6.1 ,2.5K
tt15839792 ,Narakasura                                                ,     2023 ,          7.3 ,1.1K
tt0082796  ,Naram Garam                                               ,     1981 ,          7.4 ,1.2K
tt0463622  ,Naran                                                     ,     2005 ,          7.3 ,1.7K
tt11648514 ,Narappa                                                   ,     2021 ,          7.7 ,4.3K
tt0273870  ,Narasimham                                                ,     2000 ,          7.6 ,2.1K
tt14917786 ,Narasimhapuram                                            ,     2021 ,          7.3 ,2.2K
tt32035059 ,Narudi Brathuku Natana                                    ,     2024 ,          6.6 ,2.1K
tt0082797  ,Naseeb                                                    ,     1981 ,          7.1 ,2K
tt6373362  ,Nasha Jurm Aur Gangsters                                  ,     2024 ,          7.1 ,2.4K
tt1590129  ,Natarang                                                  ,     2010 ,          8.5 ,2.3K
tt8785134  ,Natasaarvabhowma                                          ,     2019 ,          6.5 ,1.5K
tt15097236 ,Natchathiram Nagargirathu                                 ,     2022 ,          6.8 ,1.8K
tt28091020 ,Natho Nenu                                                ,     2023 ,          6.9 ,1.6K
tt9615020  ,Natpe Thunai                                              ,     2019 ,          6.4 ,1.2K
tt5311546  ,Natsamrat                                                 ,     2016 ,          8.8 ,7.5K
tt14039678 ,Natyam                                                    ,     2021 ,          6.5 ,1.3K
tt0050758  ,Naya Daur                                                 ,     1957 ,          7.9 ,1.3K
tt0291376  ,Nayak: The Real Hero                                      ,     2001 ,          7.8 ,18K
tt0093603  ,Nayakan                                                   ,     1987 ,          8.6 ,26K
tt11604676 ,Nayattu                                                   ,     2021 ,          8   ,9.4K
tt16258162 ,Nayeem Diaries                                            ,     2021 ,          6.4 ,1.1K
tt22311492 ,Nazar Andaaz                                              ,     2022 ,          7.2 ,1.8K
tt31722398 ,Nee Dhaarey Nee Katha                                     ,     2024 ,          8.8 ,1.1K
tt5286444  ,Neerja                                                    ,     2016 ,          7.6 ,24K
tt2342227  ,Neethaane En Ponvasantham                                 ,     2012 ,          6.5 ,2K
tt17074358 ,Neetho                                                    ,     2022 ,          7.1 ,2.1K
tt28091483 ,Nelluri Nerajana                                          ,     2023 ,          7.8 ,1K
tt29284103 ,Nene Saroja                                               ,     2023 ,          8.9 ,1.1K
tt1426937  ,Neninthe                                                  ,     2008 ,          6.9 ,1.1K
tt5985720  ,Nenjam Marappathillai                                     ,     2021 ,          6   ,2.1K
tt12953750 ,Nenjuku Needhi                                            ,     2022 ,          7.1 ,1.6K
tt12735856 ,Nenu C/o Nuvvu                                            ,     2022 ,          7.6 ,2K
tt32130925 ,Nenu Keerthana                                            ,     2024 ,          9   ,2K
tt15662702 ,Nenu Leni Naa Premakatha                                  ,     2021 ,          8   ,1.6K
tt6494052  ,Nenu Local                                                ,     2017 ,          6.4 ,3.2K
tt1296409  ,Nenu Meeku Telusa...?                                     ,     2008 ,          6.6 ,1K
tt4417510  ,Nenu Sailaja                                              ,     2016 ,          6.9 ,2.7K
tt2922382  ,Neram                                                     ,     2013 ,          7.5 ,5.5K
tt9675716  ,Nerkonda Paarvai                                          ,     2019 ,          7.7 ,11K
tt28358950 ,Neru                                                      ,     2023 ,          7.5 ,8.7K
tt0417011  ,Nerukku Ner                                               ,     1997 ,          7.5 ,2.7K
tt27190164 ,Nesippaya                                                 ,     2025 ,          9.3 ,2.1K
tt0349878  ,Netaji Subhas Chandra Bose: The Forgotten Hero            ,     2005 ,          7.6 ,1.4K
tt21740806 ,New                                                       ,     2022 ,          7.7 ,2K
tt0246809  ,New Delhi                                                 ,     1987 ,          7.8 ,1.9K
tt1328634  ,New York                                                  ,     2009 ,          6.8 ,13K
