tconst     ,orignal tittle                                            ,startYear ,averageRating ,numVotes
tt1602476  ,Badmaash Company                                          ,     2010 ,          6.1 ,8.1K
tt30406555 ,Badmash Gallaki Bumper Offer                              ,     2023 ,          6.8 ,1.1K
tt34927582 ,Badnaam                                                   ,     2025 ,          9.2 ,1.2K
tt10318332 ,Badnaam Gali                                              ,     2019 ,          6.9 ,1.4K
tt2778674  ,Badri                                                     ,     2001 ,          6.9 ,2.7K
tt0247945  ,Badri                                                     ,     2000 ,          7.3 ,2.7K
tt4265964  ,Badshahi Angti                                            ,     2014 ,          6.6 ,1.2K
tt0337578  ,Baghban                                                   ,     2003 ,          7.4 ,18K
tt15380608 ,Bagheera                                                  ,     2024 ,          6.7 ,7.2K
tt31474455 ,Bahumukham                                                ,     2024 ,          8.4 ,4.2K
tt10916102 ,Bahut Hua Sammaan                                         ,     2020 ,          7.2 ,4.2K
tt15554914 ,Baipan Bhari Deva                                         ,     2023 ,          8   ,1.1K
tt19784370 ,Bairan Palli                                              ,     2023 ,          8.1 ,2.2K
tt3735246  ,Bajirao Mastani                                           ,     2015 ,          7.3 ,40K
tt9624498  ,Bajrang Aur Ali                                           ,     2024 ,          7.5 ,1.1K
tt3863552  ,Bajrangi Bhaijaan                                         ,     2015 ,          8.1 ,103K
tt21926684 ,Bakasuran                                                 ,     2023 ,          6.2 ,1.3K
tt9420648  ,Bala                                                      ,     2019 ,          7.3 ,17K
tt26690825 ,Balagam                                                   ,     2023 ,          7.9 ,3.1K
tt2391492  ,Balak Palak                                               ,     2013 ,          8.1 ,2K
tt21076374 ,Balamevvadu                                               ,     2022 ,          7   ,2K
tt13613338 ,Balamitra                                                 ,     2021 ,          6   ,1K
tt23024514 ,Ballabhpurer Roopkotha                                    ,     2022 ,          8   ,1.6K
tt18280338 ,Balraju                                                   ,     2022 ,          7.2 ,1.6K
tt0437084  ,Balu                                                      ,     2005 ,          6   ,1.6K
tt2654480  ,Balupu                                                    ,     2013 ,          6.1 ,1.6K
tt5929890  ,Bambukat                                                  ,     2016 ,          7.6 ,1.1K
tt15768294 ,Banaras                                                   ,     2022 ,          6.3 ,3.2K
tt1610452  ,Band Baaja Baaraat                                        ,     2010 ,          7.2 ,19K
tt33529930 ,Bandaa Singh Chaudhary                                    ,     2024 ,          6.3 ,5.2K
tt10489780 ,Bandi                                                     ,     2025 ,          8.9 ,1.9K
tt0109206  ,Bandit Queen                                              ,     1994 ,          7.5 ,5.5K
tt3668162  ,Bangalore Days                                            ,     2014 ,          8.3 ,24K
tt0315255  ,Bangarada Manushya                                        ,     1972 ,          9   ,1.1K
tt3611266  ,Bank Chor                                                 ,     2017 ,          6   ,3.3K
tt1202517  ,Barah Aana                                                ,     2009 ,          6.7 ,1.4K
tt2082197  ,Barfi!                                                    ,     2012 ,          8.1 ,89K
tt19407476 ,Bari                                                      ,     2022 ,          8.2 ,1.5K
tt10671436 ,Barot House                                               ,     2019 ,          7.2 ,1.8K
tt28221135 ,Bastar: The Naxal Story                                   ,     2024 ,          6.4 ,3.3K
tt8869978  ,Batla House                                               ,     2019 ,          7.2 ,13K
tt0157339  ,Baton Baton Mein                                          ,     1979 ,          7.5 ,1.4K
tt19755170 ,Bawaal                                                    ,     2023 ,          6.6 ,17K
tt0068257  ,Bawarchi                                                  ,     1972 ,          8.1 ,4.6K
tt2133191  ,Beautiful                                                 ,     2011 ,          7.5 ,1K
tt30876762 ,Before Marriage                                           ,     2024 ,          8.5 ,1.1K
tt15203944 ,Behind Someone                                            ,     2022 ,          7.3 ,3.3K
tt0412308  ,Being Cyrus                                               ,     2005 ,          7.1 ,3.1K
tt4658770  ,Belaseshe                                                 ,     2015 ,          8.5 ,3K
tt11318364 ,Belashuru                                                 ,     2022 ,          7.1 ,1K
tt9430780  ,Bell Bottom                                               ,     2019 ,          8.1 ,2.9K
tt28219801 ,Bengaluru Boys                                            ,     2023 ,          6.9 ,1.1K
tt22480126 ,Berlin                                                    ,     2023 ,          6.8 ,4.1K
tt1680306  ,Best Actor                                                ,     2010 ,          7   ,1.8K
tt0101437  ,Beta                                                      ,     1992 ,          6.2 ,2.6K
tt3590482  ,Bey Yaar                                                  ,     2014 ,          8.4 ,2.1K
tt3224288  ,Beyond the Clouds                                         ,     2017 ,          6.9 ,2.6K
tt2879770  ,Bha Ji in Problem                                         ,     2013 ,          7.1 ,1.1K
tt2356180  ,Bhaag Milkha Bhaag                                        ,     2013 ,          8.2 ,74K
tt6727296  ,Bhaagamathie                                              ,     2018 ,          6.9 ,3.5K
tt0805184  ,Bhagam Bhag                                               ,     2006 ,          6.7 ,16K
tt15056920 ,Bhairathi Ranagal                                         ,     2024 ,          7   ,1.2K
tt0264415  ,Bhairava Dweepam                                          ,     1994 ,          8.1 ,1K
tt27936770 ,Bhakshak                                                  ,     2024 ,          7.2 ,7.1K
tt16901072 ,Bhala Chora Bhala                                         ,     2022 ,          8.5 ,2K
tt4992086  ,Bhale Bhale Magadivoy                                     ,     2015 ,          7.7 ,4.4K
tt32089590 ,Bhale Unnade                                              ,     2024 ,          9   ,3.1K
tt22072116 ,Bharateeyans                                              ,     2023 ,          6.8 ,1K
tt6980546  ,Bharath Ane Nenu                                          ,     2018 ,          7.4 ,19K
tt0237038  ,Bharatham                                                 ,     1991 ,          8.4 ,3.3K
tt31639439 ,Bharathanatyam                                            ,     2024 ,          6.7 ,1.6K
tt27109885 ,Bhari Taraganam                                           ,     2023 ,          7.1 ,1.1K
tt6129302  ,Bhavesh Joshi Superhero                                   ,     2018 ,          7.6 ,11K
tt14099334 ,Bhediya                                                   ,     2022 ,          6.7 ,28K
tt15680228 ,Bheed                                                     ,     2023 ,          6.5 ,12K
tt26685759 ,Bheemadevarapally Branchi                                 ,     2023 ,          7.3 ,1.8K
tt13717596 ,Bheemante Vazhi                                           ,     2021 ,          6.3 ,2K
tt14209560 ,Bheemla Nayak                                             ,     2022 ,          6.3 ,10K
